"Distrito","Satisfaccion","Calidad","Tamaño","Ubicacion","Sexo","Edad","Año"
3,"5","5","5","5",2,53,2020
3,"8","5","2","8",1,38,2020
3,"10","8","8","8",2,75,2020
3,"8","7","10","10",1,58,2020
3,"5","10","5","10",1,49,2020
3,"9","5","10","10",1,57,2020
3,"7","5","10","10",2,47,2020
3,"6","6","6","5",1,44,2020
3,"8","8","8","8",2,29,2020
3,"10","10","10","10",1,70,2020
3,"10","10","10","10",1,68,2020
3,"7","7","7","7",2,47,2020
3,"10","10","10","4",2,47,2020
3,"8","8","8","8",1,47,2020
3,"9","9","9","9",1,47,2020
3,"10","10","10","10",1,28,2020
3,"10","10","10","10",1,62,2020
3,"10","10","10","10",1,39,2020
3,"10","8","10","10",1,41,2020
3,"8","8","8","8",1,29,2020
3,"5","5","5","5",2,29,2020
3,"10","10","10","10",2,73,2020
3,NA,"8","8","8",2,43,2020
3,"10","10","10","10",1,40,2020
3,"5","5","5","5",2,25,2020
3,"10","9","10","10",1,21,2020
3,"10","10","8","10",2,60,2020
3,"10","10","10","10",1,21,2020
4,"10","10","10","10",2,45,2020
4,"9","9","8","10",2,29,2020
4,"10","10","10","10",2,25,2020
4,"10","10","10","10",2,54,2020
4,"10","10","10","10",2,50,2020
4,"8","8","8","8",1,44,2020
4,"10","10","10","10",1,74,2020
4,"8","8","8","8",1,52,2020
4,"10","10","10","10",2,42,2020
4,"8","5","5","5",1,68,2020
4,"10","10","10","10",1,41,2020
4,"7","7","10","10",1,36,2020
4,"10","10","8","5",1,20,2020
4,"10","9","10","9",1,25,2020
4,"10","10","10","10",2,45,2020
4,"8","8","8","8",1,51,2020
4,"10","10","10","10",1,52,2020
4,"5","5","5","5",2,41,2020
4,"1","1","1","1",2,39,2020
4,"6","6","6","6",2,49,2020
4,"8","8","8","8",1,24,2020
4,"10","10","10","10",1,28,2020
4,"8","8","8","8",1,35,2020
4,"10","10","10","10",1,34,2020
4,"8","8","9","9",1,36,2020
4,"10","10","10","10",1,57,2020
4,"10","10","10","10",1,36,2020
3,"10","10","8","10",1,58,2020
3,"10","10","10","10",2,42,2020
3,"5","5","8","5",2,30,2020
3,"10","10","10","10",2,59,2020
3,"8","7","8","10",1,18,2020
4,"10","10","10","10",2,64,2020
4,"7","7","8","10",2,35,2020
3,"10","10","10","10",2,46,2020
3,"10","10","10","10",1,62,2020
4,"10","8","7","10",1,56,2020
4,"10","10","7","2",2,29,2020
4,"10","10","10","10",1,36,2020
3,"8","8","10","10",1,30,2020
3,"9","10","10","10",2,53,2020
3,"8","9","9","9",2,46,2020
3,"7","10","10","7",2,58,2020
3,"10","10","10","8",1,41,2020
3,"8","8","6","8",1,26,2020
4,"5","5","7","8",2,55,2020
3,"8","8","8","7",2,33,2020
3,"6","6","8","8",1,41,2020
4,"10","10","10","10",1,65,2020
4,"7","7","6","8",2,21,2020
4,"9","9","9","9",1,58,2020
3,"10","10","10","3",1,26,2020
3,"6","9","7","8",2,27,2020
3,"8","8","7","8",1,40,2020
3,"10","5","6","10",1,24,2020
3,"6","6","5","6",1,44,2020
4,"10","7","8","8",1,46,2020
4,"10","10","8","8",2,53,2020
3,"10","8","6","8",1,39,2020
3,"8","8","8","8",1,18,2020
4,"7","8","7","9",1,22,2020
4,"6","8","9","8",1,38,2020
4,"8","7","8","8",2,40,2020
4,"5","5","5","8",2,59,2020
4,"10","10","10","10",1,66,2020
4,"10","10","10","10",2,46,2020
4,"10","10","5","5",2,51,2020
4,"10","10","10","8",1,24,2020
4,"8","8","8","5",2,45,2020
4,"8","5","8","9",2,63,2020
4,"10","10","10","10",1,50,2020
4,"10","10","10","10",2,52,2020
4,"10","10","10","10",2,19,2020
4,"10","10","10","10",2,69,2020
10,"7","9","10","4",1,27,2020
10,"6","3","5","1",1,26,2020
10,"9","10","10","5",1,28,2020
10,"7","6","9","10",1,19,2020
10,"9","9","9","5",1,20,2020
10,"8","7","8","6",1,36,2020
10,"7","9","9","9",1,27,2020
10,"9","9","9","8",1,30,2020
10,"9","6","6","8",2,49,2020
10,"5","6","8","9",1,39,2020
10,"8","7","6","8",1,29,2020
10,"10","10","10","10",2,32,2020
10,"9","9","7","8",1,27,2020
10,"9","8","5","4",1,65,2020
10,"10","8","9","10",2,41,2020
10,"10","10","10","10",2,50,2020
10,"8","8","7","5",2,27,2020
10,"8","8","8","8",2,43,2020
10,"6","8","8","8",1,27,2020
10,"7","7","7","7",1,47,2020
10,"9","9","8","8",1,39,2020
10,"6","5","5","2",1,47,2020
10,"8","8","5","5",2,31,2020
10,"10","10","10","10",1,22,2020
10,"10","10","10","9",2,35,2020
10,"8","10","10","8",1,30,2020
10,"10","10","10","10",NA,21,2020
10,"8","8","8","8",1,35,2020
10,"9","9","10","10",1,34,2020
9,"8","8","8","8",2,48,2020
9,"10","10","7","8",1,26,2020
9,"1","10","10","10",2,50,2020
9,"10","10","9","8",1,48,2020
9,"9","9","9","10",1,24,2020
9,"10","10","9","9",1,66,2020
9,"8","8","7","10",1,44,2020
9,"7","5","6","10",1,65,2020
9,"8","8","8","10",1,18,2020
9,"10","9","9","9",1,38,2020
9,"9","8","8","9",2,40,2020
9,"8","10","9","10",1,36,2020
8,"10","10","8","8",1,58,2020
8,"10","10","9","9",2,54,2020
8,"10","10","9","8",1,50,2020
8,"1","10","10","10",1,53,2020
8,"9","9","9","9",2,50,2020
8,"9","9","9","10",1,34,2020
8,"5","5","10","10",1,32,2020
8,"8","8","8","8",2,52,2020
8,"9","9","9","9",1,29,2020
8,"10","8","9","9",1,52,2020
8,"9","9","8","10",1,47,2020
8,"10","10","9","9",1,49,2020
8,"10","10","8","9",1,48,2020
8,"8","8","8","9",2,29,2020
8,"1","10","8","10",1,45,2020
8,"10","8","10","10",1,53,2020
8,"9","10","10","10",2,20,2020
8,"10","10","10","10",1,60,2020
8,"8","8","9","8",1,32,2020
8,"10","10","10","10",1,62,2020
5,"8","10","8","10",1,53,2020
9,"10","8","10","9",1,18,2020
9,"10","10","10","10",1,28,2020
9,"8","5","5","8",1,25,2020
5,"10","9","9","10",1,64,2020
5,"8","8","7","8",2,56,2020
4,"10","9","10","10",1,70,2020
9,"10","10","10","10",1,18,2020
9,"9","9","9","9",1,46,2020
9,"10","10","10","10",1,33,2020
9,"8","8","9","8",1,33,2020
8,"8","9","8","10",1,28,2020
8,"5","5","5","10",1,39,2020
8,"10","10","10","10",1,62,2020
8,"10","10","10","10",1,85,2020
5,"9","10","10","10",1,38,2020
5,"9","9","10","10",1,46,2020
5,"8","8","8","9",1,44,2020
8,"10","10","10","10",2,37,2020
8,"9","9","9","9",2,51,2020
5,"10","10","10","10",1,71,2020
9,"7","8","8","8",2,28,2020
9,"8","8","8","8",2,31,2020
9,"8","8","8","8",1,18,2020
8,"6","9","6","6",2,35,2020
8,"7","7","7","7",2,26,2020
8,"9","9","9","9",2,71,2020
8,"8","8","8","8",2,39,2020
5,"8","8","8","10",2,25,2020
5,"8","8","8","8",2,58,2020
5,"10","10","10","10",2,27,2020
5,"9","9","9","10",2,46,2020
5,"8","8","8","8",2,62,2020
5,"10","9","10","10",1,50,2020
5,"9","9","9","9",2,48,2020
5,"6","7","7","7",1,57,2020
5,"10","10","10","9",1,56,2020
5,"10","10","10","8",2,58,2020
5,"8","8","8","9",2,51,2020
5,"10","10","10","10",1,44,2020
5,"9","10","10","8",1,50,2020
5,"9","9","10","10",1,35,2020
5,"7","8","8","8",2,64,2020
5,"10","8","8","10",1,58,2020
6,"8","8","8","8",2,40,2020
6,"10","10","10","10",1,46,2020
6,"10","10","10","10",2,88,2020
6,"8","7","10","10",2,40,2020
6,"10","10","7","10",2,48,2020
4,"1","1","1","10",1,25,2020
2,"10","10","10","10",2,73,2020
2,"10","10","6","10",1,65,2020
6,"9","9","9","9",1,58,2020
6,"8","8","9","9",1,51,2020
6,"8","9","8","10",2,29,2020
2,"8","8","8","8",1,25,2020
5,"9","1","10","8",1,39,2020
6,"9","8","8","10",2,25,2020
6,"10","10","10","9",2,28,2020
6,"10","10","10","10",2,18,2020
5,"10","10","9","10",2,60,2020
6,"8","8","7","8",2,21,2020
6,"10","9","10","10",1,47,2020
6,"10","10","9","9",1,55,2020
5,"8","8","8","10",1,40,2020
6,"10","10","10","10",1,36,2020
6,"10","10","10","10",2,28,2020
6,"10","10","10","8",1,57,2020
2,"8","10","9","8",2,18,2020
2,"10","8","8","5",1,69,2020
2,"10","10","10","10",1,45,2020
2,"8","8","8","2",2,64,2020
2,"10","10","7","6",1,25,2020
2,"10","8","8","8",1,28,2020
2,"10","10","10","8",2,62,2020
2,"8","8","8","8",1,33,2020
5,"9","9","9","9",2,71,2020
5,"9","9","9","9",1,33,2020
5,"7","7","2","8",1,23,2020
5,"10","10","10","10",1,54,2020
5,"10","10","10","10",2,60,2020
5,"10","10","10","10",1,65,2020
5,"8","8","8","8",1,25,2020
2,"8","9","10","9",2,34,2020
5,"10","10","10","10",2,63,2020
5,"10","10","10","10",2,61,2020
5,"7","7","8","9",2,37,2020
5,"10","10","10","10",2,50,2020
5,"10","10","8","10",2,29,2020
5,"8","8","7","9",2,30,2020
5,"10","9","10","10",2,58,2020
2,"10","10","10","10",2,50,2020
5,"10","10","10","10",1,50,2020
5,"6","7","5","7",2,19,2020
5,"9","9","9","9",1,45,2020
5,"10","10","10","10",1,55,2020
5,"10","10","10","10",1,36,2020
5,"9","9","9","9",1,24,2020
5,"8","8","8","8",2,61,2020
5,"10","10","10",NA,1,40,2019
5,"10","9","9",NA,2,67,2019
5,"9","9","8",NA,1,32,2019
5,"10","10","10",NA,1,80,2019
5,"7","8","8",NA,1,35,2019
5,"7","10","5",NA,1,32,2019
5,"10","10","10",NA,1,18,2019
5,"5","5","10",NA,1,44,2019
5,"10","10","10",NA,1,46,2019
5,"10","9","9",NA,1,76,2019
5,"10","10","10",NA,2,76,2019
5,"8","8","8",NA,2,21,2019
5,"10","10","10",NA,2,64,2019
5,"10","9","8",NA,2,74,2019
5,"8","7","8",NA,2,18,2019
5,"10","7","8",NA,NA,66,2019
5,"10","8","8",NA,1,24,2019
5,"10","10","10",NA,1,53,2019
5,"10","10","10",NA,2,78,2019
5,"5","7","7",NA,2,38,2019
5,"10","10","8",NA,2,24,2019
5,"8","10","10",NA,1,41,2019
5,"10","7","7",NA,1,60,2019
5,"6","8","5",NA,2,18,2019
5,"10","10","8",NA,1,49,2019
5,"9","9","9",NA,2,67,2019
5,"8","8","7",NA,2,67,2019
5,"6","8","9",NA,1,58,2019
5,"8","8","7",NA,2,60,2019
5,"8","8","9",NA,1,49,2019
5,"10","10","10",NA,1,20,2019
5,"10","8","8",NA,1,64,2019
5,"10","10","8",NA,2,51,2019
5,"10","10","9",NA,2,74,2019
5,"10","10","10",NA,2,36,2019
5,"10","10","10",NA,2,70,2019
5,"9","9","9",NA,2,21,2019
5,"10","10","10",NA,2,87,2019
5,"9","9","5",NA,1,70,2019
5,"6","6","8",NA,1,34,2019
5,"10","8","10",NA,1,67,2019
5,"8","8","8",NA,1,77,2019
5,"8","9","10",NA,2,55,2019
5,"10","9","9",NA,2,49,2019
5,"5","3","1",NA,1,23,2019
5,"9","8","9",NA,2,21,2019
5,"10","10","10",NA,1,NA,2019
5,"8","7","9",NA,1,74,2019
5,"10","10","7",NA,1,76,2019
5,"7","5","5",NA,1,77,2019
5,"10","10","10",NA,1,59,2019
5,"5","10","10",NA,2,47,2019
5,"7","7","5",NA,2,56,2019
5,"10","10","10",NA,1,69,2019
5,"8","8","9",NA,1,50,2019
5,"9","8","6",NA,2,45,2019
5,"10","10","10",NA,1,23,2019
5,"7","8","8",NA,1,38,2019
5,"8","8","8",NA,1,22,2019
5,"10","10","8",NA,1,34,2019
5,"10","10","10",NA,1,79,2019
5,"9","9","8",NA,1,54,2019
7,"9","8","9",NA,1,49,2019
7,"10","9","9",NA,2,69,2019
7,"7","8","8",NA,2,43,2019
7,"9","9","9",NA,1,23,2019
7,"7.5","7.5","9",NA,2,63,2019
7,"5","8","5",NA,1,58,2019
7,"10","10","9",NA,1,61,2019
7,"7","8","7",NA,2,52,2019
7,"10","10","10",NA,1,61,2019
7,"10","10","10",NA,2,61,2019
7,"8","8","10",NA,1,54,2019
7,"10","10","10",NA,2,50,2019
7,"8","8","8",NA,1,57,2019
7,"10","8","8",NA,2,67,2019
7,"8","10","10",NA,1,59,2019
7,"10","7","8",NA,2,28,2019
7,"8","8","5",NA,1,62,2019
7,"9","9","9",NA,1,67,2019
7,"10","10","10",NA,2,57,2019
7,"10","10","10",NA,2,67,2019
7,"8","8","6",NA,1,21,2019
7,"8","10","10",NA,1,26,2019
7,"10","10","10",NA,2,36,2019
7,"8","8","9",NA,1,29,2019
7,"8","9","7",NA,2,29,2019
7,"10","1","10",NA,2,39,2019
7,"5","10","10",NA,1,28,2019
7,"10","10","10",NA,1,63,2019
7,"7","8","4",NA,1,54,2019
7,"10","10","10",NA,1,NA,2019
7,"8","8","9",NA,1,36,2019
7,"10","5","5",NA,2,58,2019
7,"6","9","9",NA,2,62,2019
7,"10","10","10",NA,2,31,2019
7,"8","8","7",NA,2,50,2019
7,"9","9","7",NA,1,74,2019
7,"9","9","9",NA,1,30,2019
7,"10","10","10",NA,1,46,2019
2,"10","8","10",NA,2,60,2019
2,"8","8","6",NA,1,29,2019
2,"6","6","8",NA,2,35,2019
2,"10","8","4",NA,1,29,2019
2,"7","7","7",NA,1,41,2019
2,"10","10","8",NA,1,31,2019
2,"10","10","10",NA,1,50,2019
2,"8","5","10",NA,1,57,2019
2,"10","10","10",NA,1,50,2019
2,"10","10","10",NA,1,27,2019
2,"8","9","9",NA,1,53,2019
2,"10","8","10",NA,NA,44,2019
2,NA,NA,NA,NA,1,20,2019
2,"8","8","8",NA,1,29,2019
2,"9","8","7",NA,2,19,2019
2,"7","6","8",NA,2,21,2019
2,"9","8","8",NA,2,55,2019
2,"10","10","10",NA,1,34,2019
2,"8","8","9",NA,1,43,2019
2,"10","10","10",NA,2,43,2019
2,"10","8","9",NA,1,51,2019
2,"8","8","8",NA,1,68,2019
2,"10","9","10",NA,1,58,2019
2,"7","7","6",NA,1,49,2019
2,"5","10","8",NA,2,33,2019
2,"10","10","10",NA,1,18,2019
2,"4","1","1",NA,1,35,2019
2,"10","9","10",NA,1,26,2019
2,"10","8","9",NA,1,42,2019
2,"6","7","5",NA,1,49,2019
2,"10","5","10",NA,1,59,2019
2,"10","10","8",NA,1,32,2019
2,"10","9","9",NA,2,38,2019
2,"10","10","5",NA,1,39,2019
2,"8","7","8",NA,2,68,2019
2,"10","10","7",NA,1,50,2019
2,"10","9","9",NA,1,NA,2019
2,"5","7","1",NA,2,33,2019
2,"10","10","10",NA,1,44,2019
2,"8","8","7",NA,2,47,2019
2,"10","8","10",NA,1,53,2019
2,"8","8","8",NA,1,43,2019
2,"9","9","9",NA,1,38,2019
2,"5","10","5",NA,NA,40,2019
2,"7","5","4",NA,1,30,2019
2,"10","10","10",NA,2,66,2019
2,"8","6","8",NA,1,45,2019
2,"9","9","9",NA,2,68,2019
2,"9","8","9",NA,2,71,2019
2,"10","10","10",NA,1,30,2019
2,"5","6","5",NA,1,32,2019
2,"8","9","8",NA,2,32,2019
2,"7","9","6",NA,1,NA,2019
2,"9","9","7",NA,2,26,2019
2,"10","9","10",NA,1,46,2019
2,"10","10","10",NA,2,21,2019
2,"5","6","5",NA,1,38,2019
2,"10","10","10",NA,1,19,2019
2,"8","8","8",NA,1,72,2019
2,"5","8","5",NA,1,41,2019
2,"8","5","7",NA,1,20,2019
2,"10","7","5",NA,2,67,2019
2,"7","8","7",NA,1,54,2019
3,"10","10","10",NA,NA,60,2019
3,"8","7","10",NA,1,54,2019
3,"9","9","9",NA,1,38,2019
3,NA,NA,NA,NA,1,67,2019
3,"8","5","5",NA,1,54,2019
3,"9","9","9",NA,1,30,2019
3,"5","5","8",NA,1,62,2019
3,"7","7","9",NA,2,61,2019
3,"6","4","6",NA,1,46,2019
3,"10","10","10",NA,2,54,2019
3,"6","6","5",NA,1,61,2019
3,"10","7","9",NA,1,62,2019
3,"9","8","7",NA,2,55,2019
3,"8","8","8",NA,2,56,2019
3,"10","8","10",NA,1,30,2019
3,"10","10","10",NA,1,46,2019
3,"4","8","10",NA,1,59,2019
3,"10","10","10",NA,1,48,2019
3,"8","10","10",NA,2,19,2019
3,"10","10","10",NA,2,24,2019
3,"7","7","7",NA,1,30,2019
3,"10","9","10",NA,2,45,2019
3,"7","9","8",NA,1,29,2019
3,"9","6","9",NA,2,60,2019
3,"7","10","7",NA,NA,36,2019
3,"9","9","9",NA,1,47,2019
3,"7.5","7.5","7.5",NA,1,63,2019
3,"10","10","9",NA,1,48,2019
3,"9","7","8",NA,1,35,2019
3,"9","7","7",NA,2,37,2019
3,"10","10","10",NA,1,22,2019
3,"9","7","8",NA,1,66,2019
3,"7","6","10",NA,2,46,2019
3,"8","8","8",NA,2,53,2019
3,"5","10","10",NA,2,53,2019
3,"10","10","10",NA,2,26,2019
3,"8","7","9",NA,1,52,2019
6,"10","9","9",NA,1,72,2019
6,"10","10","10",NA,1,68,2019
6,"10","10","10",NA,1,73,2019
6,"8","8","7",NA,2,50,2019
6,"8","10","10",NA,2,21,2019
6,"10","10","10",NA,1,73,2019
6,"10","10","7",NA,1,69,2019
6,"10","10","10",NA,NA,33,2019
6,"9","9","9",NA,2,62,2019
6,"10","10","8",NA,1,69,2019
6,"6","6","5",NA,2,37,2019
6,"10","9","9",NA,1,65,2019
6,"5","8","8",NA,1,59,2019
6,"10","9","9",NA,1,65,2019
6,"9","10","8",NA,1,68,2019
6,"10","9","10",NA,2,86,2019
6,"9","9","10",NA,1,74,2019
6,"10","10","10",NA,2,73,2019
6,"8","8","10",NA,1,58,2019
6,"10","10","10",NA,1,65,2019
6,"10","10","10",NA,1,70,2019
6,"10","10","10",NA,2,18,2019
6,"10","10","10",NA,1,36,2019
6,"10","9","8",NA,1,73,2019
6,"9","5","5",NA,1,65,2019
6,"9","9","6",NA,2,65,2019
6,"7","10","8",NA,1,63,2019
6,"8","6","8",NA,NA,60,2019
6,"10","10","8",NA,1,45,2019
6,"10","10","10",NA,2,41,2019
6,"8","7","8",NA,1,57,2019
6,"8","8","9",NA,1,23,2019
6,"10","10","7",NA,2,63,2019
6,"10","10","10",NA,1,41,2019
6,"10","10","10",NA,2,34,2019
6,"10","10","10",NA,2,69,2019
6,"8","6","7",NA,2,57,2019
6,"8","8","8",NA,2,22,2019
6,"9","9","9",NA,2,21,2019
6,"9","10","8",NA,2,60,2019
6,"10","10","10",NA,1,32,2019
6,"10","10","10",NA,2,62,2019
6,"10","10","10",NA,2,63,2019
6,"9","9","9",NA,2,79,2019
6,"5","5","9",NA,1,62,2019
6,"9","8","7",NA,1,37,2019
6,"10","10","10",NA,2,61,2019
6,"6","6","8",NA,1,38,2019
6,"10","10","10",NA,1,56,2019
6,"7","7","8",NA,1,54,2019
6,"9","9","8",NA,1,76,2019
6,"10","8","10",NA,2,24,2019
6,"10","9","10",NA,1,28,2019
6,"10","8","8",NA,2,80,2019
6,"10","10","10",NA,1,60,2019
6,"8","10","10",NA,1,35,2019
6,"7","8","8",NA,1,35,2019
6,"10","8","8",NA,1,62,2019
6,"10","10","10",NA,1,63,2019
6,"6","8","7",NA,2,53,2019
6,"9","9","8",NA,1,36,2019
6,"8","4","5",NA,1,32,2019
6,"7","5","7",NA,1,71,2019
5,"6","5","5",NA,2,32,2019
5,"9","9","9",NA,1,42,2019
5,"8","8","10",NA,1,69,2019
5,"6","4","4",NA,1,57,2019
5,"10","10","10",NA,1,32,2019
5,"10","8","9",NA,1,45,2019
5,"8","5","7",NA,1,35,2019
5,"7","7","9",NA,1,62,2019
5,"10","10","10",NA,2,34,2019
5,"6","8","5",NA,1,59,2019
5,"10","5","5",NA,2,29,2019
5,"10","10","10",NA,1,28,2019
5,"10","10","10",NA,1,65,2019
5,"4","4","4",NA,NA,28,2019
5,"9","9","8",NA,2,50,2019
5,"10","10","10",NA,1,37,2019
5,"8","9","7",NA,1,68,2019
5,"10","10","10",NA,2,35,2019
5,"8","8","9",NA,1,65,2019
5,"10","10","10",NA,1,46,2019
5,"10","9","10",NA,1,64,2019
6,"7","7","5",NA,2,44,2019
6,"8","8","7",NA,2,39,2019
6,"9","8","4",NA,1,75,2019
6,"8","8","10",NA,2,48,2019
6,"10","10","10",NA,2,64,2019
6,"10","10","10",NA,1,85,2019
6,"5","6","7",NA,1,NA,2019
6,"10","8","9",NA,2,48,2019
6,"10","10","9",NA,1,81,2019
6,"10","9","9",NA,2,48,2019
6,"10","10","10",NA,1,61,2019
6,"9","9","9",NA,1,70,2019
6,"9","9","9",NA,1,31,2019
6,"7","7","7",NA,2,23,2019
6,"10","8","10",NA,1,60,2019
6,"10","8","10",NA,1,55,2019
6,"10","10","10",NA,2,64,2019
6,"8","10","8",NA,2,32,2019
6,"10","10","10",NA,2,36,2019
6,"8","5","7",NA,1,50,2019
6,"8","8","9",NA,2,47,2019
5,"8","8","9",NA,2,73,2019
5,"7","7","9",NA,2,18,2019
5,"7","7","9",NA,1,71,2019
5,"10","10","7",NA,1,57,2019
5,"10","10","10",NA,1,37,2019
5,"8","8","8",NA,2,53,2019
5,"10","10","10",NA,2,69,2019
5,"10","10","10",NA,1,67,2019
5,"9","9","9",NA,1,74,2019
5,"8","8","8",NA,2,50,2019
5,"9","10","9",NA,1,18,2019
5,"10","10","10",NA,1,72,2019
5,"10","10","10",NA,2,47,2019
5,"9","9","9",NA,2,50,2019
5,"10","10","10",NA,1,60,2019
5,"9","10","10",NA,2,33,2019
5,"4","5","3",NA,1,59,2019
5,"7","8","7",NA,1,36,2019
5,"10","10","10",NA,1,61,2019
5,"10","10","8",NA,1,63,2019
5,"9","9","9",NA,1,52,2019
5,"10","9","10",NA,1,60,2019
5,"8","8","9",NA,1,69,2019
5,"10","8","10",NA,2,67,2019
5,"10","10","10",NA,1,63,2019
5,"10","10","10",NA,2,70,2019
5,"8","8","8",NA,2,70,2019
5,"10","10","10",NA,1,66,2019
5,"10","10","10",NA,2,25,2019
5,"9","9","9",NA,2,46,2019
5,"9","9","9",NA,2,51,2019
5,NA,NA,NA,NA,2,19,2019
5,"10","10","10",NA,2,35,2019
5,"8","8","6",NA,1,33,2019
5,"8","7","8",NA,1,47,2019
5,"10","10","10",NA,2,36,2019
5,"9","9","9",NA,1,40,2019
5,"9","9","5",NA,2,23,2019
5,"10","10","10",NA,2,70,2019
5,"10","10","10",NA,1,50,2019
4,"10","10","10",NA,2,73,2019
4,"10","10","10",NA,1,50,2019
4,"10","10","10",NA,1,53,2019
4,"9","8","8",NA,1,32,2019
4,"10","10","10",NA,1,36,2019
4,"9","9","9",NA,1,24,2019
4,"7","8","6",NA,2,21,2019
4,"10","10","10",NA,1,34,2019
4,"10","10","10",NA,2,28,2019
4,"7","7","10",NA,1,30,2019
4,"10","10","10",NA,1,29,2019
4,"8","8","8",NA,2,65,2019
4,"10","10","10",NA,2,74,2019
4,"9","9","9",NA,1,57,2019
4,"9","9","5",NA,1,72,2019
4,"10","10","10",NA,2,72,2019
4,"8","8","8",NA,1,50,2019
4,"9","10","10",NA,2,70,2019
4,"9","10","9",NA,1,64,2019
4,"8","8","8",NA,2,73,2019
4,"9","9","9",NA,1,53,2019
4,"8","8","8",NA,2,NA,2019
4,"10","10","10",NA,1,57,2019
4,"10","10","10",NA,1,65,2019
4,"10","10","10",NA,1,76,2019
4,"10","10","10",NA,1,60,2019
4,"7","9","10",NA,1,27,2019
4,"10","9","10",NA,1,31,2019
4,"10","10","7",NA,2,27,2019
4,"9","9","9",NA,1,64,2019
4,"9","9","9",NA,2,54,2019
4,"9","9","9",NA,1,62,2019
4,"10","10","10",NA,2,48,2019
4,"9","8","9",NA,2,46,2019
4,"8","9","9",NA,2,48,2019
4,"9","8","9",NA,1,82,2019
4,"9","9","9",NA,1,70,2019
4,"10","10","10",NA,2,48,2019
4,"8","9","9",NA,2,38,2019
4,"9","9","10",NA,1,18,2019
5,"9","10","10",NA,1,29,2019
5,"8","10","10",NA,1,64,2019
5,"10","10","10",NA,2,39,2019
5,"8","8","8",NA,1,50,2019
5,"9","9","9",NA,1,70,2019
5,"9","8","8",NA,1,47,2019
5,"9","9","9",NA,2,64,2019
5,"10","10","9",NA,1,36,2019
5,"10","8","10",NA,2,58,2019
5,"7","5","10",NA,2,53,2019
5,"10","10","10",NA,1,46,2019
5,"9","10","9",NA,2,36,2019
5,"7","7","7",NA,2,58,2019
5,"7","8","7",NA,1,38,2019
5,"9","9","7",NA,1,36,2019
5,"7","7","9",NA,1,23,2019
5,"9","9","9",NA,1,45,2019
5,"7","8","8",NA,1,73,2019
5,"7","8","8",NA,1,40,2019
5,"10","10","10",NA,2,49,2019
5,"9","8","8",NA,2,67,2019
5,"10","10","10",NA,1,76,2019
5,"9","9","9",NA,2,24,2019
5,"10","7","5",NA,2,24,2019
5,"10","7","9",NA,1,66,2019
5,"10","10","8",NA,2,19,2019
5,"10","10","10",NA,NA,93,2019
5,"9","8","9",NA,1,69,2019
5,"7","7","5",NA,1,55,2019
5,"6","5","3",NA,1,32,2019
5,"8","8","8",NA,2,63,2019
5,"10","10","10",NA,2,41,2019
5,"10","10","10",NA,1,66,2019
5,"10","10","10",NA,2,48,2019
5,"8","9","9",NA,2,54,2019
5,"9","9","8",NA,1,70,2019
5,"9","7","7",NA,1,51,2019
5,"10","10","10",NA,NA,49,2019
5,"9","9","9",NA,2,66,2019
5,"1","1","1",NA,1,48,2019
5,"10","8","10",NA,1,89,2019
5,"10","10","5",NA,1,42,2019
5,"7","8","9",NA,2,53,2019
5,"9","9","9",NA,1,63,2019
5,"10","10","10",NA,1,72,2019
5,"9","10","10",NA,1,58,2019
5,"9","9","9",NA,2,19,2019
5,"8","8","9",NA,2,31,2019
5,"10","9","8",NA,1,63,2019
5,"9","10","10",NA,1,65,2019
5,"7","7","4",NA,1,48,2019
5,"9","10","10",NA,2,64,2019
5,"10","8","9",NA,1,24,2019
5,"8","8","7",NA,2,64,2019
5,"7","8","8",NA,2,56,2019
5,"8","9","8",NA,2,71,2019
5,NA,NA,NA,NA,1,64,2019
5,"10","10","10",NA,1,68,2019
9,"10","10","10",NA,1,58,2019
9,"10","6","10",NA,2,52,2019
9,"9","9","9",NA,2,44,2019
9,"8","8","9",NA,1,41,2019
9,"10","10","10",NA,1,55,2019
9,"10","10","8",NA,1,33,2019
9,"10","9","10",NA,1,25,2019
9,"9","8","10",NA,2,29,2019
9,"10","10","10",NA,2,45,2019
9,"9","9","9",NA,1,63,2019
9,"8","6","8",NA,1,53,2019
9,"7","7","8",NA,1,58,2019
9,"10","10","10",NA,1,73,2019
9,"9","9","9",NA,2,21,2019
9,"8","9","9",NA,1,43,2019
9,"10","10","10",NA,2,75,2019
9,"10","8","8",NA,2,39,2019
9,"8","7","8",NA,1,35,2019
9,"7","6","9",NA,1,35,2019
9,"8","10","10",NA,2,55,2019
9,"8","8","10",NA,1,NA,2019
8,"9","9","9",NA,2,50,2019
8,"10","10","10",NA,1,68,2019
8,"10","10","10",NA,1,35,2019
8,"8","7","8",NA,2,65,2019
8,"10","10","10",NA,1,58,2019
8,"10","8","8",NA,1,63,2019
8,"10","10","10",NA,1,47,2019
8,"10","10","8",NA,1,64,2019
8,"10","10","10",NA,2,61,2019
8,"10","8","8",NA,2,29,2019
8,"10","10","10",NA,2,55,2019
8,"10","10","10",NA,2,58,2019
8,"6","6","5",NA,1,40,2019
8,"10","9","10",NA,2,26,2019
8,"10","9","9",NA,2,57,2019
8,"10","10","10",NA,2,47,2019
8,"9","8","8",NA,1,24,2019
8,"8","7","8",NA,1,35,2019
8,"8","8","8",NA,2,43,2019
8,"10","10","8",NA,2,41,2019
